run,dataset,scenario_id,correct_diagnosis,final_diagnosis,is_correct,primary_error,secondary_flags,total_turns,n_tests,turn_at_diagnosis
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0028,Encapsulating peritoneal sclerosis,Peritoneal carcinomatosis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0029,Pseudothrombocytosis due to red cell fragments,Unspecified Presenting Complaint,False,wrong_differential,verifier_inconsistency,5,2,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0030,Bilirubin,Bilirubin,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0031,Odontogenic cutaneous fistula,Odontogenic cutaneous fistula,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0032,Cystic echinococcosis,Colloid cyst,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0033,Atopic eruption of pregnancy,Pemphigoid gestationis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0034,Colocolonic intussusception,Crohn’s disease,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0035,Condylomata lata,Prurigo Nodularis,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0036,Somatotropic pituitary adenoma,Somatotropic pituitary adenoma,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0037,Leptospirosis,Leptospirosis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0038,Serpentine supravenous hyperpigmentation,Serpentine supravenous hyperpigmentation,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0039,Drug-Eluting Bead Embolism,Cholesterol Embolism,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0040,Mosquito,Mosquito,True,correct,verifier_inconsistency,6,1,6
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0041,Bismuth Salicylate,Magnesium hydroxide,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0042,Pyogenic granuloma,Pyogenic granuloma,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0043,Chelation Therapy,Plasma Exchange Therapy,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0044,Pyoderma gangrenosum,Pyoderma gangrenosum,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0045,Multiple endocrine neoplasia type 1,Crohn's Disease,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0046,Delay in surgical intervention >24 hours,Delay in surgical intervention >24 hours,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0047,Tinea nigra,Acral lentiginous melanoma,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0048,Arsenic toxicity,Arsenic toxicity,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0049,Erythema ab igne,Erythema ab igne,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0050,Lepromatous Leprosy,Relapsing Polychondritis,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0051,Left anterior descending artery,Left anterior descending artery,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0052,Giant Coronary Aneurysm,Pericardial Cyst,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0053,Arrhythmogenic right ventricular cardiomyopathy,Arrhythmogenic right ventricular cardiomyopathy,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0054,Nitrous oxide,Nitrous oxide,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0055,Multiple sclerosis,Multiple sclerosis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0056,Gallbladder volvulus,Acalculous cholecystitis,False,wrong_differential,verifier_inconsistency,6,1,6
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0057,Lupus pernio,Lupus pernio,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0058,Tetracycline,Tetracycline,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0059,Myasthenia gravis,Myasthenia gravis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0060,Retropharyngeal abscess,Septic thrombophlebitis of the internal jugular vein (Lemierre’s syndrome),False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0061,Drug reaction with eosinophilia and systemic symptoms,Drug reaction with eosinophilia and systemic symptoms,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0062,Hampton’s hump,Undifferentiated Presenting Complaint,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0063,Tay-Sachs disease,Unknown Presenting Condition,False,no_diagnosis,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0064,Retinoblastoma,Retinoblastoma,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0065,IgG4-related ophthalmic disease,IgG4-related ophthalmic disease,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0066,Legg–Calvé–Perthes disease,Greater Trochanteric Pain Syndrome (Gluteal Tendinopathy),False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0067,Eruptive xanthomas,Eruptive xanthomas,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0068,Keratoderma blenorrhagicum,Keratoderma blenorrhagicum,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0069,Gaucher’s disease,Multiple Myeloma,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0070,Emphysematous aortitis due to Clostridium septicum,Undifferentiated Presenting Complaint,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0071,Itraconazole,Unspecified Presenting Complaint,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0072,Iris atrophy,Unknown Presenting Condition,False,no_diagnosis,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0073,Larva currens from Strongyloides,Larva currens from Strongyloides,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0074,Knife-cut ulcers from Crohn’s disease,Unknown Presenting Condition,False,no_diagnosis,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0075,Ophthalmomyiasis,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0076,Livedo reticularis,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0077,Cystine and triple phosphate (struvite) crystals,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0078,Malignant syphilis,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0079,Pellagra,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0080,Primary hypertrophic osteoarthropathy,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0081,Plastic bronchitis,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0082,Page kidney,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0083,Molluscum contagiosum,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0084,Lisch nodules,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0085,Spur-cell hemolytic anemia,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0086,Pulmonary-artery dissection,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0087,Vitamin B12 deficiency,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0088,Leukemic infiltration of the gingiva,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0089,Carcinoma en cuirasse,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0090,Light-near dissociation,Light-near dissociation,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0091,Giant-cell arteritis,Thromboembolic disease,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0092,Langerhans-cell histiocytosis,Mongolian Spot,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0093,Tooth,Rhinolith,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0094,Pyostomatitis vegetans,Lichen planus,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0095,Gingival melanoma,Physiologic pigmentation,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0096,Spider bite,Cellulitis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0097,Thoracic endometriosis,Thoracic endometriosis,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0098,Cryptococcus neoformans,Molluscum contagiosum,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0099,Emphysematous hepatitis,Emphysematous hepatitis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0100,Nocardiosis,Unspecified Presenting Complaint,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0101,Pearly penile papules,Pearly penile papules,True,correct,"verifier_inconsistency,never_requested_test",7,0,7
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0102,Leukemia cutis,Leukemia cutis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0103,Symblepharon,Symblepharon,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0104,Kaposi’s sarcoma,Kaposi’s sarcoma,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0105,Amoxicillin rash in infectious mononucleosis,Amoxicillin rash in infectious mononucleosis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0106,Actinomycosis,Unknown Presenting Condition,False,no_diagnosis,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0107,Syphilis,Syphilis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0108,Gastrogastric intussusception,Gastric leiomyosarcoma,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0109,Myiasis,Tungiasis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0110,Neutrophilic eccrine hidradenitis,Drug-induced lupus,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0111,Polymastia,Polymastia,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0112,Diffuse cutaneous systemic sclerosis,Diffuse cutaneous systemic sclerosis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0113,Infantile hepatic hemangiomas,Infantile hepatic hemangiomas,True,correct,verifier_inconsistency,5,2,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0114,Systemic lupus erythematosus,Systemic lupus erythematosus,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0115,Thromboembolism,Unspecified Presenting Complaint,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0116,Dermatomyositis,Dermatomyositis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0117,Curvularia alcornii,Transverse Myelitis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0118,Porphyria cutanea tarda,Porphyria cutanea tarda,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager/nejm_ext,NEJM_Ext,NEJM_Ext_0119,Gastrointestinal amyloidosis,Crohn’s disease,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0000,Myasthenia gravis,Myasthenia Gravis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0001,Progressive multifocal encephalopathy (PML),Cerebellar Ataxia due to Vitamin B12 Deficiency,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0002,Hirschsprung disease,Hirschsprung's Disease,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0003,Diffuse large B-cell lymphoma,Hodgkin Lymphoma,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0004,Acute interstitial nephritis,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager,MedQA,MedQA_0005,Pes anserine bursitis,Patellofemoral Pain Syndrome,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0006,Situational syncope,Micturition Syncope,True,correct,verifier_inconsistency,6,1,6
sdrp_voyager,MedQA,MedQA_0007,Congenital Rubella Infection,CHARGE Syndrome,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0008,Phyllodes tumor,Invasive Ductal Carcinoma of the Breast,False,incorrect_other,verifier_inconsistency,5,2,5
sdrp_voyager,MedQA,MedQA_0009,Endometritis,Endometritis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0010,Hemorrhoids,Colorectal Cancer,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0011,Complex partial seizure,"Epilepsy, Focal Impaired Awareness Seizures, Right Temporal Lobe",True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0012,Posterior hip dislocation,Right Posterior Hip Dislocation,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0013,Hirschsprung’s disease,Midgut Volvulus,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0014,Rupture of the flexor digitorum profundus tendon at its point of insertion,Flexor Tendon Rupture of the Right Ring Finger,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0015,Epidermoid cyst,Branchial Cleft Cyst,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0016,C. difficile colitis,Acute Infectious Gastroenteritis,True,correct,verifier_inconsistency,6,1,6
sdrp_voyager,MedQA,MedQA_0017,Pyoderma gangrenosum,Cutaneous Leishmaniasis,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0018,Uterine rupture,Uterine Rupture at Prior Cesarean Section Site,True,correct,verifier_inconsistency,5,2,5
sdrp_voyager,MedQA,MedQA_0019,Disc herniation,Lumbar Disc Herniation,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0020,Cytomegalovirus retinitis,Cytomegalovirus Retinitis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0021,Reactive Arthritis,Reactive Arthritis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0022,Malignant melanoma,Basal Cell Carcinoma,False,incorrect_other,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0023,Irritable Bowel Syndrome,Post-Infectious Irritable Bowel Syndrome,True,correct,verifier_inconsistency,6,1,6
sdrp_voyager,MedQA,MedQA_0024,Meigs syndrome,Ovarian Cancer with Malignant Ascites,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0025,Primary sclerosing cholangitis,Primary Sclerosing Cholangitis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0026,Interstitial cystitis,Interstitial Cystitis/Bladder Pain Syndrome,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0027,Adhesive capsulitis,Adhesive Capsulitis,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0028,Lung cancer,Hypoglycemia,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0029,Disseminated Gonococcal Infection,Infective Endocarditis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0030,Respiratory Distress Syndrome,Neonatal Respiratory Distress Syndrome,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0031,Chronic lymphocytic leukemia,Metastatic Testicular Cancer,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0032,Fulminant hepatic failure,Hepatic Encephalopathy,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0033,Coarctation of the aorta,White Coat Hypertension,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0034,Erythema Infectiosum,Viral Exanthem due to Human Herpesvirus 6,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0035,Glanzmann’s Thrombasthenia,Bernard-Soulier Syndrome,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0036,Osteoclastoma,Osteosarcoma,False,wrong_differential,never_requested_test,5,0,5
sdrp_voyager,MedQA,MedQA_0037,Multiple system atrophy,Multiple Sclerosis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0038,Duodenal atresia,Duodenal Atresia,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0039,Essential thrombocythemia,Anemia,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0040,Medullary Sponge Kidney,Renal Cell Carcinoma,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0041,Genitopelvic pain disorder,Pelvic Floor Dysfunction,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0042,Active chronic hepatitis B infection,Hepatitis B,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0043,Acute Mesenteric Ischemia,Ulcerative Colitis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0044,Asthma,Asthma,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0045,Roseola infantum,Dengue Fever,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0046,Eczematous dermatitis,Atopic Dermatitis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0047,Osteoarthritis,Gout,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0048,Hemophilia,Hemophilia A,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0049,Steven-Johnson syndrome,Dengue Fever,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0050,Aromatase deficiency,Congenital Adrenal Hyperplasia due to 21-Hydroxylase Deficiency,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0051,Atrial Septal Defect,Congestive Heart Failure,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0052,Pancreatic adenocarcinoma,Unknown,False,no_diagnosis,never_requested_test,5,0,5
sdrp_voyager,MedQA,MedQA_0053,Benign Paroxysmal Positional Vertigo (BPPV),Benign Paroxysmal Positional Vertigo,True,correct,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0054,Schizotypal personality disorder,Psychotic Disorder Due to Another Medical Condition,False,incorrect_other,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0055,Bowen's Disease,Squamous Cell Carcinoma of the Penis,False,wrong_differential,verifier_inconsistency,5,2,5
sdrp_voyager,MedQA,MedQA_0056,Oppositional Defiant Disorder,"Attention-Deficit/Hyperactivity Disorder, Combined Presentation",False,incorrect_other,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0057,Pancreatic adenocarcinoma,Vitamin B12 Deficiency,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0058,Lisdexamfetamine intoxication,Acute Stress Reaction,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0059,Pelvic inflammatory disease,Endometriosis,False,wrong_differential,verifier_inconsistency,5,2,5
sdrp_voyager,MedQA,MedQA_0060,Glossopharyngeal Neuralgia,Post-tympanoplasty Neuralgia,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0061,Double aortic arch,Laryngomalacia,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0062,Molluscum contagiosum,Post-Chickenpox Viral Exanthem,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0063,Schizoaffective disorder,Major Depressive Disorder with Psychotic Features,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0064,Bed bug bite,Scabies,False,wrong_differential,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0065,Membranous nephropathy,Colorectal Cancer,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0066,Impaired erythropoietin production,"Congenital Anemia with Apnea Syndrome (e.g., Diamond-Blackfan Anemia)",True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0067,Acute lymphoblastic leukemia,Acute Myeloid Leukemia,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0068,De Quervain tenosynovitis,De Quervain's Tenosynovitis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0069,Dumping Syndrome,Diabetic Ketoacidosis,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0070,Seborrheic dermatitis,Seborrheic Dermatitis,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0071,Labyrinthitis,Benign Paroxysmal Positional Vertigo,False,incorrect_other,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0072,Physiological neonatal jaundice,Physiologic Jaundice of the Newborn,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0073,Frontotemporal Dementia,"Frontotemporal Dementia, Behavioral Variant",True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0074,Granulosa cell tumor,Granulosa Cell Tumor of the Ovary,True,correct,verifier_inconsistency,7,1,7
sdrp_voyager,MedQA,MedQA_0075,Intraventricular Hemorrhage,Bacterial Meningitis,False,wrong_differential,verifier_inconsistency,5,2,5
sdrp_voyager,MedQA,MedQA_0076,Syringomyelia,Cervical Radiculopathy due to Degenerative Disc Disease,False,wrong_differential,never_requested_test,5,0,5
sdrp_voyager,MedQA,MedQA_0077,Pneumonia,Community-Acquired Pneumonia,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0078,Benign paroxysmal positional vertigo,Benign Paroxysmal Positional Vertigo,True,correct,verifier_inconsistency,7,1,7
sdrp_voyager,MedQA,MedQA_0079,Listeriosis,Influenza,False,wrong_differential,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0080,Hemophilia A,Pseudogout (Calcium Pyrophosphate Deposition Disease),False,wrong_differential,verifier_inconsistency,8,1,8
sdrp_voyager,MedQA,MedQA_0081,Huntington disease,Huntington's Disease,True,correct,verifier_inconsistency,5,1,5
sdrp_voyager,MedQA,MedQA_0082,Breast milk jaundice,Physiologic Neonatal Jaundice,False,incorrect_other,"verifier_inconsistency,never_requested_test",5,0,5
sdrp_voyager,MedQA,MedQA_0083,Neuroleptic malignant syndrome,Unknown,False,no_diagnosis,never_requested_test,5,0,5
